"CONVOCATORIA","SEMESTRE DE CONVOCATORIA","BENEFICIO OTORGADO","DEPARTAMENTO DE NACIMIENTO","MUNICIPIO DE NACIMIENTO","FECHA DE NACIMIENTO","GÉNERO","SUBREGIÓN DE RESIDENCIA","MUNICIPIO DE RESIDENCIA","ESTRATO","GRUPO ETNICO","VICTIMA DEL CONFLICTO ARMADO","UNIVERSIDAD","PROGRAMA CURSADO","MUNICIPIO OFERTA","TIPO DE FORMACIÓN","GRADUADO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1994 Mar 26 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 2","NINGUNO","SI","TECNOLOGICO DE ANTIOQUIA","LIC. EN EDUCACION PREESCOLAR","TURBO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","EL BAGRE","1997 Oct 18 12:00:00 AM","FEMENINO","BAJO CAUCA","EL BAGRE","ESTRATO 1","NINGUNO","SI","FUNDACION UNIVERSITARIA CATOLICA DEL NORTE","TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES","SANTA ROSA DE OSOS","TECNOLOGICA","NO"
"2,014","2","MATRICULA","ANTIOQUIA","ENVIGADO","1993 Apr 21 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BELLO","ESTRATO 3","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA EN PROMOCION DEL DESARROLLO HUMANO","MEDELLIN","TECNOLOGICA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","VALPARAISO","1998 Jan 25 12:00:00 AM","FEMENINO","SUROESTE","VALPARAISO","ESTRATO 1","INDIGENA","SI","TECNOLOGICO DE ANTIOQUIA","LICENCIATURA EN EDUCACION PREESCOLAR","LA PINTADA","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CISNEROS","1995 Jun 26 12:00:00 AM","FEMENINO","NORDESTE","CISNEROS","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","LIC. EN EDUCACION PREESCOLAR","YOLOMBO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","VALPARAISO","1996 Dec 21 12:00:00 AM","FEMENINO","SUROESTE","VALPARAISO","ESTRATO 1","INDIGENA","SI","TECNOLOGICO DE ANTIOQUIA","LICENCIATURA EN EDUCACION PREESCOLAR","LA PINTADA","UNIVERSITARIA","SI"
"2,014","2","SOSTENIMIENTO","ANTIOQUIA","CAUCASIA","1995 Oct 04 12:00:00 AM","FEMENINO","BAJO CAUCA","CAUCASIA","ESTRATO 2","NINGUNO","NO","SENA","TECNOLOGIA EN SISTEMAS DE GESTION AMBIENTAL","CAUCASIA","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1994 Nov 25 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 1","NINGUNO","SI","TECNOLOGICO DE ANTIOQUIA","LIC. EN EDUCACION PREESCOLAR","TURBO","UNIVERSITARIA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SAN FRANCISCO","1994 Feb 10 12:00:00 AM","MASCULINO","ORIENTE","SAN FRANCISCO","ESTRATO 1","NINGUNO","SI","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA DE SISTEMAS","RIONEGRO","UNIVERSITARIA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","EL BAGRE","1986 Nov 14 12:00:00 AM","FEMENINO","BAJO CAUCA","EL BAGRE","ESTRATO 1","NINGUNO","NO","FUNDACION UNIVERSITARIA CATOLICA DEL NORTE","TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES","SANTA ROSA DE OSOS","TECNOLOGICA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","YOLOMBO","1996 Mar 05 12:00:00 AM","FEMENINO","NORDESTE","YOLOMBO","ESTRATO 2","NINGUNO","SI","INSTITUCION UNIVERSITARIA PASCUAL BRAVO","TECNOLOGIA EN MECANICA AUTOMOTRIZ","YOLOMBO","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1990 Jul 22 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN SISTEMAS DE INFORMACION","APARTADO","TECNOLOGICA","NO"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1993 Jul 30 12:00:00 AM","FEMENINO","ORIENTE","GUARNE","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ADMINISTRACION DE EMPRESAS","EL CARMEN DE VIBORAL","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","VALPARAISO","1995 Jun 18 12:00:00 AM","FEMENINO","SUROESTE","VALPARAISO","ESTRATO 1","INDIGENA","NO","TECNOLOGICO DE ANTIOQUIA","LICENCIATURA EN EDUCACION PREESCOLAR","LA PINTADA","UNIVERSITARIA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","VEGACHI","1990 Jun 12 12:00:00 AM","FEMENINO","NORDESTE","YOLOMBO","ESTRATO 2","NINGUNO","NO","INSTITUCION UNIVERSITARIA PASCUAL BRAVO","TECNOLOGIA EN MECANICA AUTOMOTRIZ","YOLOMBO","TECNOLOGICA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1996 Jan 24 12:00:00 AM","FEMENINO","URABA","APARTADO","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA OCEANOGRAFICA","TURBO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1989 Mar 20 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 2","NINGUNO","SI","UNIVERSIDAD DE ANTIOQUIA","LIC. EN MATEMATICAS Y FISICA","TURBO","UNIVERSITARIA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1991 Nov 01 12:00:00 AM","FEMENINO","ORIENTE","MARINILLA","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","TECNOLOGIA EN ARTESANIAS","EL CARMEN DE VIBORAL","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","YOLOMBO","1996 Aug 19 12:00:00 AM","MASCULINO","NORDESTE","YOLOMBO","ESTRATO 2","NINGUNO","NO","INSTITUCION UNIVERSITARIA PASCUAL BRAVO","TECNOLOGIA EN MECANICA AUTOMOTRIZ","YOLOMBO","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MURINDO","1992 Mar 28 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 1","NINGUNO","SI","TECNOLOGICO DE ANTIOQUIA","LIC. EN EDUCACION PREESCOLAR","TURBO","UNIVERSITARIA","SI"
"2,014","1","MATRICULA","ANTIOQUIA","MEDELLIN","1995 Apr 11 12:00:00 AM","FEMENINO","SUROESTE","ANDES","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ADMINISTRACION DE EMPRESAS","ANDES","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1992 Jun 27 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 1","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","LIC. EN EDUCACION PREESCOLAR","TURBO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SAN CARLOS","1993 Nov 13 12:00:00 AM","MASCULINO","ORIENTE","SAN CARLOS","ESTRATO 1","NINGUNO","SI","INSTITUCION UNIVERSITARIA PASCUAL BRAVO","TECNOLOGIA EN SISTEMAS MECATRONICOS","SAN CARLOS","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1990 Mar 24 12:00:00 AM","MASCULINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN PRODUCCION AGROPECUARIA","APARTADO","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1996 Jul 03 12:00:00 AM","FEMENINO","ORIENTE","GUARNE","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","COMERCIO EXTERIOR","RIONEGRO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1992 Jan 25 12:00:00 AM","FEMENINO","ORIENTE","RIONEGRO","ESTRATO 3","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN SEGURIDAD E HIGIENE OCUPACIONAL","RIONEGRO","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SAN CARLOS","1993 Sep 09 12:00:00 AM","MASCULINO","ORIENTE","SAN CARLOS","ESTRATO 3","NINGUNO","SI","INSTITUCION UNIVERSITARIA PASCUAL BRAVO","TECNOLOGIA EN SISTEMAS MECATRONICOS","SAN CARLOS","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","HELICONIA","1995 May 12 12:00:00 AM","FEMENINO","OCCIDENTE","HELICONIA","ESTRATO 1","NINGUNO","SI","FUNDACION UNIVERSITARIA CATOLICA DEL NORTE","TECNOLOGIA EN GESTION DE CALIDAD EN ALIANZA CON EL ICONTEC","SANTA ROSA DE OSOS","TECNOLOGICA","SI"
"2,014","2","MATRICULA","ANTIOQUIA","ENVIGADO","1996 Oct 09 12:00:00 AM","MASCULINO","VALLE DE ABURRA","ENVIGADO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD NACIONAL DE COLOMBIA","INGENIERIA FISICA","MEDELLIN","UNIVERSITARIA","SI"
"2,014","2","MATRICULA","ANTIOQUIA","TURBO","1992 Feb 04 12:00:00 AM","MASCULINO","URABA","TURBO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA DE TELECOMUNICACIONES","TURBO","UNIVERSITARIA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1996 May 07 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","GESTION EN ECOLOGIA Y TURISMO","TURBO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SAN CARLOS","1991 Sep 24 12:00:00 AM","MASCULINO","ORIENTE","RIONEGRO","Estrato 2","NINGUNO","SI","UNIVERSIDAD CATOLICA DE ORIENTE","COMUNICACION SOCIAL","RIONEGRO","UNIVERSITARIA","NO"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1990 Oct 26 12:00:00 AM","FEMENINO","URABA","APARTADO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","COMUNICACION SOCIAL Y PERIODISMO","APARTADO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA","ANTIOQUIA","URRAO","1993 Jul 15 12:00:00 AM","FEMENINO","SUROESTE","URRAO","ESTRATO 2","NINGUNO","SI","INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA","CICLO COMPLEMENTARIO","URRAO","NORMALISTA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SANTA ROSA DE OSOS","1964 Oct 14 12:00:00 AM","MASCULINO","NORTE","SANTA ROSA DE OSOS","ESTRATO 2","NINGUNO","NO","FUNDACION UNIVERSITARIA CATOLICA DEL NORTE","TECNOLOGIA EN GESTION DE CALIDAD EN ALIANZA CON EL ICONTEC","SANTA ROSA DE OSOS","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1996 Apr 26 12:00:00 AM","FEMENINO","ORIENTE","MARINILLA","ESTRATO 3","NINGUNO","NO","COREDI","TECNOLOGIA EN PRODUCCION AGROECOLOGICA","MARINILLA","TECNOLOGICA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1987 Jul 18 12:00:00 AM","FEMENINO","ORIENTE","RIONEGRO","ESTRATO 2","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION INDUSTRIAL","RIONEGRO","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SANTA ROSA DE OSOS","1997 Mar 11 12:00:00 AM","FEMENINO","NORTE","SANTA ROSA DE OSOS","ESTRATO 3","NINGUNO","NO","FUNDACION UNIVERSITARIA CATOLICA DEL NORTE","TECNOLOGIA EN GESTION DE CALIDAD EN ALIANZA CON EL ICONTEC","SANTA ROSA DE OSOS","TECNOLOGICA","NO"
"2,014","2","MATRICULA","ANTIOQUIA","SAN LUIS","1995 Oct 19 12:00:00 AM","MASCULINO","ORIENTE","LA CEJA","ESTRATO 2","NINGUNO","NO","ESCUELA NORMAL SUPERIOR RAFAEL MARIA GIRALDO","CICLO COMPLEMENTARIO","MARINILLA","NORMALISTA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1996 Mar 14 12:00:00 AM","FEMENINO","OCCIDENTE","SOPETRAN","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","ADMINISTRACION DE EMPRESAS","SANTAFE DE ANTIOQUIA","UNIVERSITARIA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAUCASIA","1989 Oct 09 12:00:00 AM","MASCULINO","SUROESTE","LA PINTADA","ESTRATO 1","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","LICENCIATURA EN EDUCACION PREESCOLAR","LA PINTADA","UNIVERSITARIA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","CORDOBA","PLANETA RICA","1993 Sep 03 12:00:00 AM","FEMENINO","ORIENTE","RIONEGRO","ESTRATO 2","NINGUNO","NO","FUNDACION UNIVERSITARIA CATOLICA DEL NORTE","TECNOLOGIA EN GESTION DE CALIDAD EN ALIANZA CON EL ICONTEC","SANTA ROSA DE OSOS","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SANTA ROSA DE OSOS","1980 Mar 15 12:00:00 AM","MASCULINO","NORTE","SANTA ROSA DE OSOS","ESTRATO 2","NINGUNO","NO","FUNDACION UNIVERSITARIA CATOLICA DEL NORTE","TECNOLOGIA EN PRODUCCION AGROINDUSTRIAL DE ALIMENTOS (LINEAS CARNICOS, LACTEOS Y FRÚVER)","SANTA ROSA DE OSOS","TECNOLOGICA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1995 Feb 11 12:00:00 AM","MASCULINO","VALLE DE ABURRA","BARBOSA","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA AGROAMBIENTAL","DON MATIAS","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1990 Jun 03 12:00:00 AM","FEMENINO","ORIENTE","EL CARMEN DE VIBORAL","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","COMERCIO EXTERIOR","RIONEGRO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1997 Apr 12 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","LIC. EN EDUCACION PREESCOLAR","TURBO","UNIVERSITARIA","NO"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1994 Oct 29 12:00:00 AM","FEMENINO","ORIENTE","LA CEJA","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","LIC. ARTES PLASTICAS","EL CARMEN DE VIBORAL","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1996 Jun 24 12:00:00 AM","MASCULINO","URABA","APARTADO","ESTRATO 1","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION","APARTADO","TECNICA PROFESIONAL","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SAN CARLOS","1986 Sep 10 12:00:00 AM","MASCULINO","ORIENTE","SAN CARLOS","ESTRATO 2","NINGUNO","SI","INSTITUCION UNIVERSITARIA PASCUAL BRAVO","TECNOLOGIA EN SISTEMAS MECATRONICOS","SAN CARLOS","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","JERICO","1996 Aug 17 12:00:00 AM","FEMENINO","SUROESTE","JERICO","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","LICENCIATURA EN EDUCACION PREESCOLAR","LA PINTADA","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MARINILLA","1996 Oct 11 12:00:00 AM","FEMENINO","ORIENTE","MARINILLA","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","MEDICINA VETERINARIA","EL CARMEN DE VIBORAL","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","EL CARMEN DE VIBORAL","1996 Dec 19 12:00:00 AM","FEMENINO","ORIENTE","EL CARMEN DE VIBORAL","ESTRATO 3","NINGUNO","NO","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","CONTADURIA PUBLICA","RIONEGRO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","ARGELIA","1996 Aug 19 12:00:00 AM","FEMENINO","ORIENTE","SONSON","Estrato 2","NINGUNO","SI","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA AMBIENTAL","RIONEGRO","UNIVERSITARIA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SONSON","1990 Sep 12 12:00:00 AM","MASCULINO","ORIENTE","SONSON","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","INGENIERIA AGROPECUARIA","SONSON","UNIVERSITARIA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAREPA","1996 Mar 24 12:00:00 AM","FEMENINO","URABA","CAREPA","ESTRATO 2","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,014","2","MATRICULA","ANTIOQUIA","YARUMAL","1990 Oct 03 12:00:00 AM","FEMENINO","NORTE","YARUMAL","ESTRATO 3","NINGUNO","NO","FUNDACION UNIVERSITARIA CATOLICA DEL NORTE","TECNOLOGIA EN PRODUCCION AGROINDUSTRIAL DE ALIMENTOS (LINEAS CARNICOS, LACTEOS Y FRÚVER)","SANTA ROSA DE OSOS","TECNOLOGICA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CHIGORODO","1993 Dec 21 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","ITUANGO","1993 May 09 12:00:00 AM","MASCULINO","NORTE","DON MATIAS","ESTRATO 2","NINGUNO","SI","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA AGROAMBIENTAL","DON MATIAS","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CISNEROS","1990 Apr 25 12:00:00 AM","MASCULINO","NORDESTE","SANTO DOMINGO","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA AGROAMBIENTAL","YOLOMBO","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","APARTADO","1996 Feb 21 12:00:00 AM","FEMENINO","URABA","CHIGORODO","ESTRATO 1","NINGUNO","SI","POLITECNICO COLOMBIANO JAIME ISAZA CADAVID","TECNOLOGIA EN GESTION PÚBLICA","APARTADO","TECNOLOGICA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","ITAGUI","1990 Jul 10 12:00:00 AM","MASCULINO","VALLE DE ABURRA","LA ESTRELLA","ESTRATO 2","NINGUNO","NO","INSTITUCION UNIVERSITARIA PASCUAL BRAVO","TECNOLOGIA EN SISTEMAS MECATRONICOS","MEDELLIN","TECNOLOGICA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","FRONTINO","1993 Jan 27 12:00:00 AM","MASCULINO","OCCIDENTE","FRONTINO","ESTRATO 3","NINGUNO","SI","INSTITUCION UNIVERSITARIA PASCUAL BRAVO","TECNOLOGIA EN MECANICA AUTOMOTRIZ","CAÑASGORDAS","TECNOLOGICA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MARINILLA","1996 Jul 30 12:00:00 AM","FEMENINO","ORIENTE","MARINILLA","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","LIC. EN LENGUAS EXTRANJERAS","RIONEGRO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","YOLOMBO","1994 Feb 02 12:00:00 AM","FEMENINO","NORDESTE","YOLOMBO","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","LIC. EN EDUCACION PREESCOLAR","YOLOMBO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1994 Jul 25 12:00:00 AM","MASCULINO","ORIENTE","RIONEGRO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA AMBIENTAL","RIONEGRO","UNIVERSITARIA","NO"
"2,014","2","MATRICULA","ANTIOQUIA","SANTA ROSA DE OSOS","1996 Sep 17 12:00:00 AM","FEMENINO","NORTE","SANTA ROSA DE OSOS","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","LIC. EN EDUCACION PREESCOLAR","SANTA ROSA DE OSOS","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1977 May 06 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 1","AFROCOLOMBIANO","SI","TECNOLOGICO DE ANTIOQUIA","LIC. EN EDUCACION PREESCOLAR","TURBO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","SAN ROQUE","1981 Jul 21 12:00:00 AM","MASCULINO","ORIENTE","SAN CARLOS","ESTRATO 1","NINGUNO","NO","INSTITUCION UNIVERSITARIA PASCUAL BRAVO","TECNOLOGIA EN SISTEMAS MECATRONICOS","SAN CARLOS","TECNOLOGICA","SI"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1987 Nov 01 12:00:00 AM","MASCULINO","NORTE","DON MATIAS","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA AGROAMBIENTAL","DON MATIAS","TECNOLOGICA","NO"
"2,014","1","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","MEDELLIN","1993 Jul 21 12:00:00 AM","MASCULINO","SUROESTE","URRAO","ESTRATO 2","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","INGENIERIA AMBIENTAL","URRAO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RETIRO","1996 Aug 18 12:00:00 AM","MASCULINO","ORIENTE","RETIRO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","CONTADURIA PUBLICA","EL CARMEN DE VIBORAL","UNIVERSITARIA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","CAUCASIA","1988 Feb 12 12:00:00 AM","MASCULINO","BAJO CAUCA","CAUCASIA","ESTRATO 1","NINGUNO","NO","TECNOLOGICO DE ANTIOQUIA","TECNOLOGIA AGROAMBIENTAL","CAUCASIA","TECNOLOGICA","NO"
"2,014","2","MATRICULA","ANTIOQUIA","AMAGA","1995 Mar 09 12:00:00 AM","MASCULINO","SUROESTE","AMAGA","ESTRATO 2","NINGUNO","NO","INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DE AMAGA","CICLO COMPLEMENTARIO","AMAGA","NORMALISTA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","ANGOSTURA","1988 Sep 23 12:00:00 AM","MASCULINO","ORIENTE","RIONEGRO","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA INDUSTRIAL","RIONEGRO","UNIVERSITARIA","NO"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","TURBO","1999 Jun 10 12:00:00 AM","FEMENINO","URABA","TURBO","ESTRATO 1","NINGUNO","NO","UNIVERSIDAD DE ANTIOQUIA","GESTION EN ECOLOGIA Y TURISMO","TURBO","UNIVERSITARIA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1997 Jan 10 12:00:00 AM","MASCULINO","ORIENTE","EL CARMEN DE VIBORAL","ESTRATO 2","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","INGENIERIA ELECTRONICA","RIONEGRO","UNIVERSITARIA","NO"
"2,014","2","MATRICULA","ANTIOQUIA","PUERTO BERRIO","1993 Apr 18 12:00:00 AM","MASCULINO","MAGDALENA MEDIO","PUERTO BERRIO","ESTRATO 2","AFROCOLOMBIANO","SI","INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DEL MAGDALENA MEDIO","CICLO COMPLEMENTARIO","PUERTO BERRIO","NORMALISTA","SI"
"2,014","2","MATRICULA Y SOSTENIMIENTO","ANTIOQUIA","RIONEGRO","1991 Jun 21 12:00:00 AM","MASCULINO","ORIENTE","RIONEGRO","ESTRATO 3","NINGUNO","NO","UNIVERSIDAD CATOLICA DE ORIENTE","LIC. EN LENGUAS EXTRANJERAS","RIONEGRO","UNIVERSITARIA","SI"
